time,ax,ay,az
4.355371952056885,-3.86,-0.99,4.94,6.34
4.356743097305298,3.03,0.99,17.07,17.36
4.358511924743652,15.22,1.24,-22.75,27.39
4.36621880531311,-0.98,-2.48,-5.39,6.01
4.376048803329468,0.14,1.59,-7.58,7.74
4.38611102104187,-4.89,0.39,15.45,16.21
4.396374940872192,-1.25,-1.55,-14.9,15.03
4.406219005584717,-4.06,-0.12,4.57,6.11
4.416528940200806,-4.39,-0.99,0.86,4.58
4.454895973205566,-4.56,-0.07,6.13,7.64
4.456648111343384,-3.13,0.66,-5.81,6.63
4.458064794540405,-1.2,0.58,-11.86,11.93
4.460263013839722,0.74,0.46,-5.57,5.63
4.466581106185913,7.62,-2.83,9.76,12.7
4.476614952087402,1.8,-0.32,8.54,8.73
4.486426115036011,0.3,-0.03,-5.78,5.78
4.496686935424805,7.28,-0.45,0.47,7.3
4.506567001342773,0.73,0.11,3.47,3.54
4.516937971115112,-2.13,-0.28,1.67,2.72
4.555763006210327,-0.98,-0.23,-6.32,6.39
4.557670831680298,2.25,-1.33,-7.55,7.98
4.559087038040161,1.91,-0.29,-6.48,6.76
4.5607569217681885,-5.98,1.63,11.58,13.13
4.5666399002075195,-6.67,0.65,-8.14,10.54
4.577034950256348,-3.22,0.81,2.96,4.44
4.586947917938232,-3.01,2.09,19.06,19.4
4.597092866897583,11.93,0.66,-25.08,27.78
4.607190847396851,5.2,-2.0,-5.94,8.14
4.617003917694092,0.1,-0.42,-2.42,2.45
4.654766798019409,-2.1,2.09,6.82,7.43
4.656677961349487,-6.29,-0.71,4.91,8.01
4.658096075057983,-1.57,0.14,-2.31,2.79
4.659832000732422,-1.0,0.02,0.55,1.14
4.666924953460693,-3.03,-0.2,1.95,3.6
4.677264928817749,-2.94,-0.16,2.14,3.63
4.687173128128052,-2.69,0.18,-0.22,2.7
4.697515964508057,7.31,-1.16,-13.11,15.05
4.7074549198150635,3.81,-0.16,9.56,10.29
4.717359781265259,-3.99,-1.01,-0.82,4.19
4.755032777786255,-1.49,-0.68,1.88,2.49
4.756842851638794,-1.95,-0.5,7.57,7.83
4.758011102676392,7.82,-1.53,-6.74,10.43
4.759676933288574,-0.77,0.3,-1.73,1.91
4.767566919326782,-1.17,-0.27,-4.31,4.47
4.77780294418335,-0.14,-0.49,0.81,0.95
4.787477970123291,-4.07,0.65,5.87,7.17
4.797869920730591,-3.42,0.48,2.32,4.16
4.807898998260498,-1.14,0.26,0.98,1.52
4.818041086196899,2.71,0.99,-1.25,3.14
4.859238862991333,6.03,0.56,-11.5,12.99
4.8611369132995605,-0.82,-0.42,-6.99,7.05
4.862136125564575,-1.56,0.78,1.48,2.28
4.863789796829224,-3.9,0.31,10.12,10.84
4.8677589893341064,-1.83,0.45,0.0,1.88
4.878196954727173,-0.55,0.53,-2.06,2.19
4.887882947921753,1.49,0.55,1.19,1.98
4.898329019546509,2.92,-0.26,-4.67,5.51
4.908231019973755,-1.21,-0.01,0.53,1.32
4.918041944503784,-0.82,-0.28,5.02,5.09
4.955151796340942,1.98,-0.61,-1.89,2.8
4.9570090770721436,-1.74,-0.28,0.71,1.9
4.958126783370972,-1.07,-0.28,-0.18,1.12
4.959665060043335,0.85,-0.79,-0.95,1.49
4.968040943145752,-1.61,-0.45,2.46,2.97
4.978790044784546,0.68,-0.62,-1.69,1.92
4.9882800579071045,0.31,-0.3,1.85,1.89
4.998463869094849,-0.06,-0.52,1.29,1.39
5.008579969406128,1.01,-0.18,-1.5,1.81
5.018301010131836,0.04,0.13,-0.46,0.47
5.055864095687866,-0.46,-0.06,0.12,0.47
5.05768084526062,-0.62,0.06,-0.26,0.67
5.059056997299194,-0.67,0.31,-0.04,0.73
5.06119704246521,-0.4,0.42,0.41,0.71
5.068666934967041,0.31,0.44,-0.49,0.72
5.078974008560181,0.81,0.52,-1.86,2.09
5.088721036911011,0.51,0.46,-1.59,1.73
5.099118947982788,-0.31,0.29,0.51,0.66
5.109032869338989,-0.76,0.21,1.1,1.35
5.118828058242798,-0.6,0.09,-0.17,0.63
5.155951976776123,-0.31,-0.08,-0.35,0.47
5.15767502784729,-0.08,-0.17,0.29,0.34
5.158705949783325,0.4,-0.33,-0.24,0.57
5.160456895828247,-0.02,-0.38,0.84,0.92
5.168805837631226,0.34,-0.47,0.3,0.65
5.179142951965332,-0.32,-0.35,0.72,0.86
5.189126968383789,-0.21,-0.3,-0.31,0.47
5.199224948883057,-0.44,-0.16,-0.23,0.52
5.209360837936401,-0.49,-0.12,-0.14,0.52
5.219135999679565,-0.38,-0.02,0.46,0.59
5.253826856613159,0.11,0.07,0.24,0.27
5.25566291809082,0.52,0.13,-0.52,0.74
5.2570109367370605,0.39,0.17,-0.52,0.67
5.259243011474609,0.07,0.18,-0.17,0.25
5.269300937652588,-0.18,0.17,-0.21,0.32
5.279606103897095,-0.44,0.14,-0.28,0.54
5.2895238399505615,-0.59,0.11,-0.04,0.6
5.299469947814941,-0.43,0.1,0.34,0.55
5.309853792190552,0.11,0.09,0.07,0.15
5.319493055343628,0.54,0.01,-0.47,0.71
5.357578992843628,0.27,-0.04,0.38,0.46
5.359462022781372,0.07,-0.13,0.66,0.67
5.360860109329224,-0.01,-0.16,-0.09,0.18
5.362518072128296,-0.35,-0.17,-0.03,0.39
5.3695969581604,-0.56,-0.18,0.11,0.59
