time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
8,385000;-0,0057;-0,0049;-0,1825;0,183
8,395000;-0,0155;-0,0147;-0,1923;0,193
8,407000;-0,0155;-0,0147;-0,1923;0,193
8,415000;-0,0057;-0,0147;-0,1825;0,183
8,426000;-0,0058;0,0047;-0,2119;0,212
8,435000;-0,0155;0,0046;-0,1923;0,193
8,445000;-0,0057;-0,0149;-0,1923;0,193
8,462000;-0,0155;-0,0148;-0,1923;0,193
8,465000;-0,0059;-0,0149;-0,1825;0,183
8,475000;-0,0060;-0,0148;-0,2021;0,203
8,485000;-0,0061;-0,0052;-0,2021;0,202
8,495000;-0,0062;-0,0053;-0,1923;0,192
8,508000;-0,0063;-0,0150;-0,1923;0,193
8,515000;-0,0162;-0,0052;-0,1923;0,193
8,526000;-0,0065;-0,0053;-0,1923;0,192
8,535000;-0,0163;-0,0053;-0,1923;0,193
8,545000;-0,0066;-0,0248;-0,1923;0,194
8,555000;-0,0067;-0,0149;-0,2021;0,203
8,568000;-0,0166;0,0045;-0,1923;0,193
8,578000;-0,0069;-0,0054;-0,2021;0,202
8,586000;-0,0166;-0,0152;-0,1923;0,194
8,595000;-0,0068;-0,0055;-0,2021;0,202
8,608000;-0,0165;-0,0055;-0,2119;0,213
8,615000;-0,0068;-0,0055;-0,1923;0,192
8,628000;0,0027;-0,0057;-0,1825;0,183
8,635000;0,0025;-0,0155;-0,2119;0,212
8,645000;-0,0170;-0,0058;-0,2021;0,203
8,657000;-0,0074;-0,0058;-0,1923;0,193
8,666000;0,0022;-0,0158;-0,2021;0,203
8,677000;-0,0074;-0,0157;-0,2021;0,203
8,685000;-0,0075;-0,0060;-0,2119;0,212
8,695000;-0,0173;-0,0062;-0,1923;0,193
8,705000;0,0020;-0,0062;-0,1825;0,183
8,715000;-0,0078;-0,0159;-0,2021;0,203
8,731000;-0,0079;-0,0060;-0,1825;0,183
8,735000;-0,0177;0,0035;-0,1923;0,193
8,746000;0,0017;-0,0062;-0,1923;0,192
8,758000;-0,0081;-0,0062;-0,1923;0,193
8,765000;-0,0082;-0,0061;-0,1824;0,183
8,775000;-0,0083;-0,0159;-0,1923;0,193
8,785000;-0,0083;-0,0159;-0,2021;0,203
8,795000;-0,0084;-0,0061;-0,1923;0,193
8,805000;0,0012;0,0035;-0,1922;0,192
8,815000;0,0012;-0,0063;-0,2021;0,202
8,826000;-0,0280;-0,0064;-0,2021;0,204
8,835000;-0,0182;-0,0063;-0,2021;0,203
8,845000;-0,0084;-0,0064;-0,2021;0,202
8,855000;0,0012;-0,0163;-0,1922;0,193
8,865000;-0,0183;-0,0066;-0,2020;0,203
8,875000;-0,0183;-0,0067;-0,1922;0,193
8,887000;-0,0182;-0,0068;-0,1922;0,193
8,909000;-0,0084;-0,0166;-0,1922;0,193
8,911000;-0,0182;0,0027;-0,2020;0,203
8,917000;-0,0084;-0,0167;-0,1922;0,193
8,928000;0,0012;-0,0166;-0,1824;0,183
8,935000;0,0010;-0,0068;-0,1726;0,173
8,947000;-0,0087;0,0028;-0,2020;0,202
8,959000;-0,0088;-0,0166;-0,1824;0,183
8,965000;-0,0090;-0,0068;-0,2020;0,202
8,977000;-0,0091;-0,0164;-0,1922;0,193
8,986000;-0,0092;-0,0067;-0,1922;0,193
8,995000;-0,0093;-0,0067;-0,1726;0,173
9,008000;-0,0190;-0,0069;-0,1824;0,184
9,015000;-0,0191;-0,0069;-0,1922;0,193
9,026000;-0,0094;-0,0069;-0,2020;0,202
9,037000;-0,0191;-0,0070;-0,2020;0,203
9,045000;-0,0192;-0,0071;-0,2020;0,203
9,055000;-0,0094;-0,0266;-0,1922;0,194
9,066000;-0,0192;-0,0070;-0,1824;0,184
9,075000;-0,0095;-0,0169;-0,2020;0,203
9,085000;-0,0095;0,0026;-0,2020;0,202
9,095000;-0,0192;-0,0071;-0,2020;0,203
9,105000;-0,0094;-0,0072;-0,1922;0,193
9,115000;0,0002;-0,0170;-0,1922;0,193
9,126000;-0,0194;-0,0170;-0,2020;0,204
9,135000;-0,0096;-0,0073;-0,2020;0,202
9,146000;-0,0096;-0,0073;-0,1922;0,193
9,155000;0,0000;-0,0269;-0,1922;0,194
9,165000;-0,0098;-0,0073;-0,2020;0,202
9,175000;-0,0001;-0,0170;-0,1922;0,193
9,185000;-0,0100;-0,0170;-0,1922;0,193
9,195000;-0,0101;-0,0170;-0,2020;0,203
9,205000;-0,0005;-0,0170;-0,2020;0,203
9,215000;-0,0201;-0,0267;-0,1824;0,185
9,226000;-0,0103;-0,0071;-0,1922;0,193
9,235000;-0,0201;-0,0266;-0,1922;0,195
9,245000;-0,0104;-0,0071;-0,1922;0,193
9,255000;-0,0105;-0,0168;-0,1922;0,193
9,265000;-0,0204;-0,0070;-0,1824;0,184
9,275000;-0,0106;-0,0168;-0,1922;0,193
9,285000;-0,0205;-0,0071;-0,2020;0,203
9,295000;-0,0205;-0,0169;-0,1922;0,194
9,307000;-0,0011;-0,0168;-0,1824;0,183
9,315000;-0,0012;-0,0168;-0,2020;0,203
9,326000;-0,0111;-0,0169;-0,1824;0,184
9,335000;-0,0111;-0,0071;-0,1922;0,193
9,345000;-0,0208;0,0024;-0,1824;0,184
9,355000;-0,0014;-0,0172;-0,2020;0,203
9,365000;-0,0113;-0,0172;-0,1922;0,193
9,376000;-0,0113;-0,0076;-0,1824;0,183
9,386000;-0,0114;-0,0272;-0,2020;0,204
9,395000;-0,0016;-0,0173;-0,1922;0,193
9,412000;-0,0017;-0,0174;-0,1922;0,193
9,417000;-0,0116;-0,0173;-0,1824;0,184
9,428000;-0,0117;-0,0174;-0,1922;0,193
9,435000;-0,0117;-0,0174;-0,1824;0,184
9,445000;-0,0214;0,0020;-0,2020;0,203
9,455000;-0,0213;-0,0176;-0,2020;0,204
9,466000;-0,0212;-0,0175;-0,1922;0,194
9,475000;-0,0213;-0,0077;-0,1922;0,194
9,485000;-0,0115;-0,0077;-0,2118;0,212
9,495000;-0,0115;-0,0078;-0,2020;0,202
9,505000;-0,0018;-0,0174;-0,1922;0,193
9,515000;-0,0117;-0,0076;-0,2020;0,202
9,525000;-0,0118;-0,0174;-0,1823;0,184
9,535000;-0,0021;-0,0174;-0,2020;0,203
9,546000;-0,0120;0,0020;-0,1823;0,183
9,556000;-0,0023;-0,0175;-0,2020;0,203
9,565000;-0,0122;-0,0175;-0,1921;0,193
9,576000;-0,0121;0,0019;-0,1823;0,183
9,585000;-0,0024;-0,0079;-0,1921;0,192
9,595000;-0,0122;0,0017;-0,1921;0,192
9,605000;-0,0124;-0,0080;-0,2019;0,202
9,615000;-0,0026;-0,0080;-0,2019;0,202
9,626000;-0,0027;0,0016;-0,2019;0,202
9,635000;-0,0222;-0,0081;-0,2019;0,203
9,645000;-0,0125;-0,0082;-0,2019;0,202
9,655000;-0,0223;-0,0083;-0,2019;0,203
9,665000;-0,0320;-0,0182;-0,1921;0,196
9,677000;-0,0221;-0,0085;-0,1921;0,194
9,685000;-0,0221;-0,0084;-0,1921;0,194
9,695000;-0,0220;0,0012;-0,2019;0,203
9,707000;-0,0222;-0,0086;-0,1921;0,194
9,715000;-0,0318;-0,0085;-0,1823;0,185
9,726000;-0,0123;-0,0087;-0,1823;0,183
9,735000;-0,0123;-0,0186;-0,1823;0,184
9,746000;-0,0219;-0,0090;-0,1823;0,184
9,755000;-0,0120;-0,0188;-0,1823;0,184
9,765000;-0,0217;-0,0090;-0,1921;0,194
9,775000;-0,0120;-0,0091;-0,2019;0,202
9,786000;-0,0122;-0,0187;-0,1921;0,193
9,795000;-0,0024;-0,0088;-0,2019;0,202
9,805000;-0,0221;-0,0089;-0,1921;0,194
9,815000;-0,0220;0,0007;-0,2019;0,203
9,829000;-0,0121;0,0005;-0,1921;0,192
9,835000;-0,0122;-0,0189;-0,2019;0,203
9,846000;-0,0220;-0,0092;-0,1921;0,194
9,855000;-0,0024;-0,0189;-0,2019;0,203
9,866000;-0,0124;0,0006;-0,1921;0,193
9,875000;-0,0221;-0,0091;-0,1921;0,194
9,885000;-0,0123;-0,0092;-0,2019;0,202
9,895000;-0,0026;-0,0093;-0,1921;0,192
9,905000;-0,0125;-0,0095;-0,1823;0,183
9,915000;-0,0028;-0,0094;-0,1921;0,192
9,925000;-0,0127;-0,0093;-0,1823;0,183
9,935000;-0,0127;-0,0190;-0,2019;0,203
9,946000;-0,0127;-0,0192;-0,1823;0,184
9,955000;-0,0127;-0,0289;-0,1921;0,195
9,965000;-0,0127;-0,0191;-0,2019;0,203
9,978000;0,0067;-0,0094;-0,1725;0,173
9,985000;-0,0031;-0,0192;-0,1921;0,193
9,995000;-0,0033;-0,0192;-0,1921;0,193
10,005000;-0,0034;-0,0094;-0,2019;0,202
10,015000;-0,0132;-0,0093;-0,1921;0,193
10,027000;-0,0326;0,0003;-0,1823;0,185
10,035000;-0,0227;-0,0289;-0,2019;0,205
10,045000;-0,0227;-0,0191;-0,1823;0,185
10,055000;-0,0128;-0,0287;-0,1823;0,185
10,065000;-0,0129;-0,0189;-0,1823;0,184
10,076000;-0,0032;-0,0092;-0,2019;0,202
10,085000;-0,0227;-0,0189;-0,1921;0,194
10,095000;-0,0129;-0,0092;-0,1921;0,193
10,112000;-0,0032;-0,0191;-0,2019;0,203
10,115000;-0,0129;-0,0191;-0,1921;0,193
10,129000;-0,0129;-0,0093;-0,2019;0,203
10,135000;-0,0129;-0,0191;-0,1921;0,193
10,145000;-0,0226;0,0002;-0,1921;0,193
10,155000;-0,0130;-0,0095;-0,2019;0,203
10,165000;-0,0130;-0,0095;-0,1823;0,183
10,175000;-0,0228;-0,0094;-0,2019;0,203
10,186000;-0,0130;-0,0095;-0,1921;0,193
10,195000;-0,0032;-0,0193;-0,1823;0,183
10,205000;1,0349;1,6065;0,7689;2,060
10,215000;1,1373;1,3807;9,7894;9,951
10,225000;0,9797;2,3980;-1,1938;2,852
10,235000;0,6512;-0,2433;-5,3470;5,392
10,246000;0,3939;-0,4034;-6,2576;6,283
10,255000;-1,1105;-0,8541;2,6713;3,016
10,266000;-1,7268;-2,5310;5,3006;6,122
10,276000;-0,3945;-0,3627;-7,5906;7,609
10,285000;3,4110;-0,7146;11,0411;11,578
10,295000;-0,4456;0,2577;-2,4077;2,462
10,306000;-0,3763;-0,4999;-2,9973;3,062
10,315000;1,6291;0,1586;2,0156;2,596
10,325000;0,5380;-0,2557;-0,7491;0,957
10,335000;-0,2714;-0,1316;-0,5932;0,665
10,346000;-0,0284;-0,1028;-0,1513;0,185
10,356000;0,1239;-0,1232;-0,2396;0,297
10,366000;-0,0307;-0,0746;-0,2102;0,225
10,379000;-0,0222;-0,0648;-0,1612;0,175
10,385000;-0,0034;-0,0648;-0,1906;0,201
10,395000;-0,0328;-0,0648;-0,1906;0,204
10,405000;-0,0527;-0,0648;-0,1317;0,156
10,415000;-0,0235;-0,0746;-0,1906;0,206
10,427000;-0,0232;-0,0747;-0,1906;0,206
10,436000;-0,0228;-0,0847;-0,2494;0,264
10,445000;-0,0422;-0,0652;-0,2200;0,233
10,455000;-0,0228;-0,0751;-0,1906;0,206
10,465000;-0,0428;-0,0752;-0,1808;0,200
10,475000;-0,0233;-0,0753;-0,1906;0,206
10,485000;-0,0232;-0,0754;-0,2004;0,215
10,495000;-0,0231;-0,0656;-0,2004;0,212
10,508000;-0,0428;-0,0853;-0,1906;0,213
10,515000;-0,0429;-0,0853;-0,1807;0,204
10,526000;-0,0234;-0,0755;-0,1905;0,206
10,535000;-0,0235;-0,0659;-0,1905;0,203
10,546000;-0,0333;-0,0758;-0,2003;0,217
10,555000;-0,0234;-0,0759;-0,2003;0,215
10,565000;-0,0333;-0,0759;-0,2003;0,217
10,575000;-0,0431;-0,0759;-0,1905;0,210
10,586000;-0,0629;-0,0661;-0,1905;0,211
10,595000;-0,1022;-0,0760;-0,2003;0,237
10,605000;-0,1316;-0,0760;-0,1807;0,236
10,615000;-0,1413;-0,0956;-0,1905;0,256
10,625000;-0,1511;-0,1250;-0,2101;0,287
10,635000;-0,0627;-0,1152;-0,2101;0,248
10,645000;0,0745;-0,0860;-0,2003;0,230
10,655000;0,1825;-0,0567;-0,1905;0,270
10,666000;0,2707;-0,0078;-0,1807;0,326
10,678000;0,2706;0,0116;-0,1709;0,320
10,685000;0,1822;-0,0176;-0,1807;0,257
10,695000;0,0349;-0,0765;-0,1905;0,208
10,705000;-0,1321;-0,1352;-0,2101;0,283
10,715000;-0,3284;-0,2136;-0,2297;0,454
10,725000;-0,3090;-0,1256;-0,2003;0,389
10,735000;-0,2009;0,0408;-0,1120;0,234
10,746000;0,3677;0,1093;-0,0434;0,386
10,755000;0,4118;-0,4691;0,8180;1,029
10,765000;0,9839;-1,1335;-0,7922;1,697
10,777000;-0,3209;-0,7222;-2,3324;2,463
10,785000;0,4446;-0,1893;0,3435;0,593
10,795000;0,0464;-1,0334;0,7362;1,270
10,805000;-0,1604;-1,8101;0,1307;1,822
10,819000;-0,3024;-2,1679;-1,8071;2,838
10,829000;-0,4107;-2,0538;-1,8217;2,776
10,835000;-0,2800;-1,2314;-0,5417;1,374
10,847000;0,0285;0,0963;0,6888;0,696
10,855000;0,2706;1,2455;-1,1946;1,747
10,865000;0,2414;1,7349;0,2512;1,770
10,876000;0,1229;2,0448;-0,4731;2,102
10,885000;-0,0147;2,2471;-0,6168;2,330
10,895000;0,5104;2,1604;-2,2343;3,150
10,906000;-0,5720;0,1189;-0,3305;0,671
10,915000;0,1023;-0,2951;-3,5020;3,516
10,925000;-0,7930;-0,2019;-9,9156;9,949
10,935000;1,2104;0,4634;0,9882;1,630
10,945000;-3,8928;-0,1217;9,3899;10,166
10,955000;-1,8340;0,1257;5,6152;5,908
10,965000;-0,0915;-0,0457;-3,2555;3,257
10,980000;-0,3369;0,0321;-0,2154;0,401
10,986000;-0,4024;-0,5501;-0,0216;0,682
10,995000;-0,4804;-0,2795;-0,4925;0,743
11,005000;0,5684;-0,2326;0,2643;0,669
11,015000;-0,3482;0,1299;-0,0199;0,372
11,025000;0,0419;-0,0456;-0,0201;0,065
11,035000;-0,0471;-0,0930;-0,0395;0,111
11,045000;0,0354;-0,1131;-0,1474;0,189
11,055000;-0,1417;-0,0935;-0,0788;0,187
11,066000;-0,0837;-0,1228;-0,1768;0,231
11,080000;-0,1804;-0,0643;-0,0984;0,215
11,085000;-0,1617;-0,0935;-0,2063;0,278
11,098000;-0,1617;-0,1229;-0,2161;0,297
11,105000;-0,1227;-0,0937;-0,2062;0,258
11,115000;-0,0836;-0,0740;-0,1964;0,226
11,126000;-0,0542;-0,0936;-0,1670;0,199
11,135000;-0,0932;-0,1133;-0,2161;0,261
11,146000;-0,1327;-0,1132;-0,1866;0,255
11,155000;-0,1424;-0,1035;-0,1866;0,257
11,165000;-0,1621;-0,0840;-0,1768;0,254
11,176000;-0,1719;-0,0743;-0,1572;0,245
11,185000;-0,1328;-0,0939;-0,1964;0,255
11,195000;-0,0935;-0,0841;-0,1964;0,233
11,205000;-0,0739;-0,1135;-0,1866;0,231
11,215000;-0,1032;-0,1037;-0,1964;0,245
11,228000;-0,1032;-0,0840;-0,1866;0,229
11,236000;-0,1326;-0,0939;-0,1866;0,247
11,245000;-0,1617;-0,0941;-0,1768;0,257
11,255000;-0,1519;-0,1136;-0,1964;0,273
11,265000;-0,1420;-0,0940;-0,1866;0,253
11,276000;-0,1028;-0,0940;-0,1866;0,233
11,285000;-0,1028;-0,0842;-0,1964;0,237
11,295000;-0,0932;-0,1134;-0,1866;0,237
11,306000;-0,0930;-0,1036;-0,1866;0,233
11,315000;-0,1126;-0,1133;-0,1768;0,238
11,326000;-0,1420;-0,0937;-0,1768;0,245
11,335000;-0,1322;-0,0839;-0,1768;0,236
11,346000;-0,1420;-0,1036;-0,1964;0,264
11,355000;-0,1223;-0,1036;-0,1964;0,254
11,365000;-0,1027;-0,1036;-0,1964;0,245
11,378000;-0,1026;-0,0938;-0,1964;0,241
11,386000;-0,1026;-0,0939;-0,1768;0,225
11,395000;-0,1025;-0,1037;-0,1866;0,237
11,405000;-0,1417;-0,1036;-0,2063;0,271
11,415000;-0,1416;-0,0939;-0,1866;0,252
11,425000;-0,1318;-0,1036;-0,1866;0,251
11,439000;-0,1318;-0,0938;-0,1965;0,255
11,446000;-0,1218;-0,0839;-0,1965;0,246
11,455000;-0,1214;-0,0934;-0,1965;0,249
11,466000;-0,1010;-0,1024;-0,1867;0,236
11,477000;-0,1101;-0,0919;-0,2064;0,251
11,485000;-0,1190;-0,0913;-0,1966;0,247
11,495000;-0,1181;-0,0809;-0,2065;0,251
11,505000;-0,1170;-0,0996;-0,1869;0,242
11,515000;-0,1161;-0,0890;-0,1968;0,245
11,529000;-0,1054;-0,1077;-0,1968;0,248
11,535000;-0,1044;-0,0969;-0,1871;0,235
11,546000;-0,0936;-0,0861;-0,1872;0,226
11,555000;-0,1024;-0,0854;-0,2068;0,246
11,565000;-0,1013;-0,0944;-0,1873;0,233
11,576000;-0,1003;-0,0837;-0,1971;0,236
11,585000;-0,0993;-0,0830;-0,1874;0,228
11,595000;-0,0984;-0,0917;-0,1776;0,223
11,605000;-0,1168;-0,0909;-0,1875;0,239
11,615000;-0,0963;-0,0901;-0,1875;0,229
11,626000;-0,1051;-0,0794;-0,1974;0,237
11,635000;-0,0944;-0,0787;-0,1974;0,233
11,647000;-0,1031;-0,0682;-0,1779;0,217
11,655000;-0,1021;-0,0773;-0,1877;0,227
11,665000;-0,1012;-0,0864;-0,1976;0,238
11,676000;-0,1101;-0,0760;-0,1878;0,231
11,686000;-0,0994;-0,0752;-0,1879;0,225
11,695000;-0,0985;-0,0745;-0,1977;0,233
11,706000;-0,0879;-0,0836;-0,1880;0,224
11,715000;-0,0775;-0,0828;-0,1978;0,228
11,726000;-0,0865;-0,0725;-0,1881;0,219
11,735000;-0,0857;-0,0719;-0,1881;0,219
11,745000;-0,0851;-0,0711;-0,1979;0,227
11,755000;-0,0746;-0,0803;-0,1882;0,218
11,765000;-0,0935;-0,0798;-0,2078;0,241
11,780000;-0,0928;-0,0791;-0,1882;0,224
11,787000;-0,0824;-0,0784;-0,2079;0,237
11,796000;-0,0817;-0,0679;-0,1981;0,225
11,805000;-0,1005;-0,0674;-0,1884;0,224
11,815000;-0,0802;-0,0766;-0,1884;0,219
11,827000;-0,0795;-0,0662;-0,1982;0,224
11,835000;-0,0983;-0,0851;-0,1885;0,229
11,845000;-0,0877;-0,0747;-0,1885;0,221
11,855000;-0,0870;-0,0546;-0,1983;0,223
11,866000;-0,0766;-0,0639;-0,2082;0,231
11,876000;0,3853;-0,1326;0,3997;0,571
11,885000;-0,8577;0,3377;-0,3964;1,003
11,895000;-0,3067;-0,1287;-0,1135;0,351
11,905000;-0,0190;0,4105;0,4461;0,607
11,915000;0,0440;0,0579;-0,0819;0,110
11,930000;0,4030;-0,1486;0,0371;0,431
11,936000;-0,2224;-0,0222;-0,1296;0,258
11,946000;-0,0333;-0,1097;-0,2176;0,246
11,955000;-0,1077;-0,1006;-0,2472;0,288
