î0,51.64,8.48,-8.16
4,50.50,22.46,74.00
9,50.21,31.62,55.94
13,50.18,37.71,44.69
22,51.32,41.99,38.40
46,50.88,44.98,33.97
68,51.80,47.07,30.90
91,49.58,48.26,27.36
114,51.53,49.01,25.80
138,51.37,49.81,26.58
161,51.26,50.31,25.50
186,52.80,50.87,26.28
209,50.23,51.08,24.82
233,51.70,51.04,23.72
258,52.13,51.33,25.56
281,51.32,51.46,25.00
305,51.93,51.51,24.80
329,50.83,51.47,24.43
353,50.07,51.13,22.97
376,49.94,50.76,22.72
401,49.85,50.48,23.09
424,49.20,50.16,22.91
449,45.96,49.32,19.98
473,46.01,48.22,18.33
496,44.76,47.29,18.71
521,43.46,46.25,17.70
544,43.79,45.39,18.20
568,41.92,44.55,18.00
592,40.40,43.44,16.13
616,40.24,42.42,16.09
640,39.42,41.57,16.56
664,38.16,40.66,15.85
688,36.93,39.63,14.85
712,37.47,38.83,15.56
736,36.49,38.22,16.23
759,36.04,37.58,15.79
784,33.87,36.72,14.34
807,32.89,35.62,12.69
831,32.35,34.64,12.76
856,30.50,33.58,11.92
879,28.92,32.31,10.25
903,28.07,31.06,9.72
926,27.37,29.96,9.92
949,26.88,29.03,10.25
972,36.71,29.94,19.64
997,24.58,30.17,16.58
1020,24.33,28.29,5.49
1045,23.39,26.84,6.75
1069,21.65,25.42,6.20
1092,21.00,24.07,5.86
1117,20.62,23.00,6.61
1140,20.24,22.16,7.28
1164,25.02,22.31,12.19
1189,19.48,22.29,11.38
1214,15.49,20.71,3.08
1238,14.41,18.82,0.55
1262,13.92,17.29,1.47
1286,12.49,15.95,1.65
1310,11.42,14.64,1.09
1334,12.94,13.83,3.08
1357,11.86,13.36,4.45
1382,13.20,13.09,5.24
1405,9.27,12.48,3.31
1428,8.24,11.25,-0.31
1453,61.02,18.93,46.64
1477,5.96,23.71,35.42
1501,6.37,17.95,-18.30
1526,6.23,14.12,-11.11
1551,5.39,11.39,-7.35
1574,5.01,9.36,-5.12
1598,4.20,7.80,-3.73
1620,3.76,6.55,-2.95
1644,3.82,5.64,-1.79
1667,4.25,5.12,-0.28
1689,5.01,4.96,1.39
1712,3.87,4.79,1.23
1733,4.91,4.66,1.32
1755,4.25,4.63,1.80
1777,5.29,4.68,2.15
1799,5.01,4.83,2.74
1820,6.72,5.17,3.80
1843,5.67,5.51,3.95
1864,5.45,5.52,2.42
1886,14.30,6.95,9.97
1909,7.64,8.27,10.17
1932,6.86,7.93,2.04
1953,8.51,7.85,3.20
1976,9.05,8.16,5.21
1997,8.60,8.38,4.92
2019,9.65,8.62,5.18
2040,10.39,9.08,6.45
2064,9.99,9.44,6.20
2085,8.94,9.45,4.49
2107,9.94,9.45,4.43
2129,10.70,9.73,5.97
2152,9.85,9.91,5.55
2173,9.77,9.88,4.53
2196,8.45,9.63,3.34
2217,14.84,10.29,8.09
2242,6.48,10.41,5.56
2265,10.86,9.84,1.92
2287,6.99,9.54,3.05
2310,6.43,8.61,-0.48
2332,7.10,8.00,0.73
2354,8.40,7.92,3.19
2376,9.83,8.31,5.68
2398,56.17,16.41,47.17
2422,10.75,22.01,38.24
2448,8.18,17.89,-10.61
2472,55.62,22.49,33.79
2497,56.11,33.45,70.40
2523,56.11,40.89,57.71
2547,56.55,45.96,49.22
2572,55.62,49.28,42.80
2597,11.75,44.16,-0.45
2622,6.05,32.59,-37.74
2648,6.64,23.97,-28.22
2672,5.79,18.14,-18.02
2697,5.07,13.97,-12.37
2722,4.31,10.92,-8.63
2746,5.09,8.88,-4.95
2768,6.28,7.83,-0.75
2792,5.72,7.23,1.06
2813,5.45,6.69,1.04
2835,4.63,6.15,0.73
2857,4.80,5.68,0.80
2879,5.07,5.43,1.73
2900,7.15,5.66,4.08
2923,5.19,5.82,3.91
2945,6.37,5.81,3.01
2966,7.53,6.19,5.07
2989,7.29,6.59,5.42
3010,6.43,6.68,3.95
3032,7.64,6.79,4.13
3054,10.70,7.57,7.74
3077,8.22,8.19,7.30
3098,8.56,8.26,4.67
3121,9.70,8.54,5.89
3142,9.48,8.89,6.36
3164,10.21,9.20,6.38
3187,10.82,9.63,7.18
3210,9.54,9.81,6.07
3231,10.91,9.95,5.93
3255,10.48,10.19,6.60
3278,10.15,10.24,5.63
