15.04,1242.82,255,-11.00,11.00,490.80
3449.90,1366.47,255,-11.00,11.00,540.26
4.25,1457.54,255,-11.00,11.00,576.69
3409.40,1520.49,255,-11.00,11.00,601.87
2.90,1567.38,255,-11.00,11.00,620.62
3394.71,1600.57,255,-11.00,11.00,633.90
3.44,1625.44,255,-11.00,11.00,643.85
126.40,1231.36,255,-11.00,11.00,486.22
125.49,952.21,255,-11.00,11.00,374.56
3395.61,1156.34,255,-11.00,11.00,456.21
7.58,1294.04,255,-11.00,11.00,511.29
3419.59,1399.99,255,-11.00,11.00,553.67
6.75,1479.08,255,-11.00,11.00,585.30
9.41,1107.60,255,-11.00,11.00,436.71
3467.54,1266.92,255,-11.00,11.00,500.44
3.76,1385.29,255,-11.00,11.00,547.79
3395.12,1464.62,255,-11.00,11.00,579.52
4.15,1523.97,255,-11.00,11.00,603.26
3392.61,1568.01,255,-11.00,11.00,620.88
4.91,1601.03,255,-11.00,11.00,634.09
3429.08,1630.32,255,-11.00,11.00,645.80
3.76,1652.06,255,-11.00,11.00,654.50
3423.56,1667.62,255,-11.00,11.00,660.72
12.16,1680.31,255,-11.00,11.00,665.80
3366.94,1682.64,255,-11.00,11.00,666.73
3.38,1683.28,255,-11.00,11.00,666.98
6.91,1259.50,255,-11.00,11.00,497.47
3403.38,1372.04,255,-11.00,11.00,542.49
3.44,1455.72,255,-11.00,11.00,575.96
3424.59,1520.95,255,-11.00,11.00,602.05
2.95,1569.64,255,-11.00,11.00,621.53
3407.30,1603.86,255,-11.00,11.00,635.22
3.38,1629.49,255,-11.00,11.00,645.47
3415.07,1649.62,255,-11.00,11.00,653.52
5.01,1664.88,255,-11.00,11.00,659.63
3428.27,1677.95,255,-11.00,11.00,664.85
14.50,1688.92,255,-11.00,11.00,669.24
3424.45,1696.63,255,-11.00,11.00,672.33
3.28,1700.99,255,-11.00,11.00,674.07
5.07,1272.49,255,-11.00,11.00,502.67
5.67,952.50,255,-11.00,11.00,374.67
5.61,713.38,255,-11.00,11.00,279.03
6.10,534.71,255,-11.00,11.00,207.56
3409.02,830.89,255,-11.00,11.00,326.03
2.93,1051.88,255,-11.00,11.00,414.43
5.50,787.31,255,-11.00,11.00,308.60
3438.46,1023.35,255,-11.00,11.00,403.01
