ÿ45.43,44.34,255,-11.00,11.00,11.41
45.92,44.68,255,-11.00,11.00,11.54
46.81,45.10,255,-11.00,11.00,11.72
48.53,45.75,255,-11.00,11.00,11.97
47.12,46.27,255,-11.00,11.00,12.18
50.34,46.89,255,-11.00,11.00,12.43
49.31,47.63,255,-11.00,11.00,12.73
49.45,48.07,255,-11.00,11.00,12.90
51.97,48.74,255,-11.00,11.00,13.17
51.10,49.44,255,-11.00,11.00,13.45
50.28,49.76,255,-11.00,11.00,13.58
49.69,49.82,255,-11.00,11.00,13.60
49.52,49.76,255,-11.00,11.00,13.58
49.20,49.66,255,-11.00,11.00,13.54
45.36,49.06,255,-11.00,11.00,13.30
43.89,47.94,255,-11.00,11.00,12.85
41.02,46.56,255,-11.00,11.00,12.30
40.74,45.12,255,-11.00,11.00,11.72
35.97,43.41,255,-11.00,11.00,11.04
33.78,41.26,245,-11.00,11.00,10.18
32.20,39.17,236,-11.00,11.00,9.34
32.09,37.40,228,-11.00,11.00,8.63
27.68,35.50,219,-11.00,11.00,7.87
24.24,33.09,208,-11.00,11.00,6.91
20.38,30.37,195,-11.00,11.00,5.82
19.77,27.77,183,-11.00,11.00,4.78
15.10,25.16,171,-11.00,11.00,3.74
11.98,22.22,157,-11.00,11.00,2.56
8.54,19.20,143,-11.00,11.00,1.35
6.48,16.25,130,-11.00,11.00,0.17
4.15,13.49,117,-11.00,11.00,-0.93
100.15,23.25,162,-11.00,11.00,2.97
3401.46,459.51,255,-11.00,11.00,177.48
2.88,773.32,255,-11.00,11.00,303.00
4.63,578.98,255,-11.00,11.00,225.27
5.45,434.04,255,-11.00,11.00,167.29
4.69,325.71,255,-11.00,11.00,123.96
4.63,244.64,255,-11.00,11.00,91.53
3434.02,617.04,255,-11.00,11.00,240.49
3.98,895.32,255,-11.00,11.00,351.80
3381.53,1096.70,255,-11.00,11.00,432.35
3.44,1247.16,255,-11.00,11.00,492.54
5.23,933.30,255,-11.00,11.00,366.99
5.18,698.93,255,-11.00,11.00,273.24
3339.41,944.73,255,-11.00,11.00,371.57
4.25,1128.35,255,-11.00,11.00,445.01
8.22,844.98,255,-11.00,11.00,331.67
6.91,633.51,255,-11.00,11.00,247.08
6.48,475.22,255,-11.00,11.00,183.76
5.23,356.69,255,-11.00,11.00,136.35
4.74,267.87,255,-11.00,11.00,100.82
3394.11,629.39,255,-11.00,11.00,245.43
3.35,899.43,255,-11.00,11.00,353.45
3421.19,1104.70,255,-11.00,11.00,435.55
4.20,1258.24,255,-11.00,11.00,496.97
7.84,942.01,255,-11.00,11.00,370.48
3415.12,1136.33,255,-11.00,11.00,448.20
3.98,1281.09,255,-11.00,11.00,506.11
3353.31,1381.48,255,-11.00,11.00,546.27
3.76,1456.50,255,-11.00,11.00,576.27
3437.79,1523.24,255,-11.00,11.00,602.97
2.84,1573.01,255,-11.00,11.00,622.88
3416.07,1607.46,255,-11.00,11.00,636.66
4.15,1633.38,255,-11.00,11.00,647.03
3394.34,1650.02,255,-11.00,11.00,653.68
3.55,1662.37,255,-11.00,11.00,658.62
3365.96,1668.02,255,-11.00,11.00,660.88
2.95,1672.17,255,-11.00,11.00,662.54
5.88,1251.01,255,-11.00,11.00,494.08
3476.85,1374.84,255,-11.00,11.00,543.61
6.05,1467.42,255,-11.00,11.00,580.64
3411.45,1528.36,255,-11.00,11.00,605.02
4.74,1573.75,255,-11.00,11.00,623.17
3402.33,1606.53,255,-11.00,11.00,636.28
2.95,1630.80,255,-11.00,11.00,645.99
5.18,1220.00,255,-11.00,11.00,481.67
5.07,913.20,255,-11.00,11.00,358.95
7.78,684.21,255,-11.00,11.00,267.36
3434.80,946.11,255,-11.00,11.00,372.12
3.71,1141.35,255,-11.00,11.00,450.21
3411.97,1284.41,255,-11.00,11.00,507.44
3.44,1391.31,255,-11.00,11.00,550.20
3450.76,1476.11,255,-11.00,11.00,584.12
3.76,1539.53,255,-11.00,11.00,609.49
5.99,1151.98,255,-11.00,11.00,454.47
5.56,862.53,255,-11.00,11.00,338.68
3437.62,1079.47,255,-11.00,11.00,425.46
