ú0,56.27,9.24,-191.44
4,52.91,24.12,59.81
9,52.91,33.57,38.86
14,55.41,40.33,29.65
24,54.05,45.06,22.50
48,52.02,47.67,13.83
70,51.66,49.04,8.59
92,51.53,49.88,6.52
114,51.50,50.42,5.39
137,52.58,50.95,5.68
159,54.43,51.79,7.63
183,52.51,52.34,6.58
205,51.91,52.30,3.73
228,51.82,52.16,3.19
251,49.85,51.72,1.57
274,49.96,51.13,0.48
297,51.30,50.96,2.49
320,53.92,51.50,6.18
343,51.93,51.97,6.11
366,51.80,51.94,3.71
389,50.77,51.72,2.75
411,51.21,51.48,2.50
435,50.84,51.33,2.88
457,50.99,51.20,2.88
480,52.94,51.45,4.91
503,50.23,51.49,3.96
526,50.94,51.20,2.16
548,51.64,51.23,3.78
572,51.37,51.32,4.14
594,52.13,51.46,4.48
617,49.69,51.28,2.85
641,50.34,50.86,1.51
663,52.40,51.03,4.42
686,51.28,51.30,5.06
709,51.59,51.34,4.04
732,50.94,51.31,3.70
754,52.78,51.49,4.80
778,51.80,51.76,5.37
800,50.77,51.60,3.31
823,49.70,51.15,1.67
846,50.74,50.85,2.20
869,51.93,51.01,4.54
891,50.45,51.07,4.11
915,51.60,51.05,3.77
937,50.63,51.07,3.97
960,50.74,50.95,3.20
984,49.74,50.71,2.59
1006,49.87,50.41,2.12
1031,49.87,50.24,2.61
1054,51.82,50.44,4.56
1078,52.42,50.99,6.58
1102,50.01,51.06,4.34
1126,51.48,50.96,3.44
1149,51.42,51.12,4.82
1174,52.40,51.38,5.46
1198,52.94,51.80,6.50
1221,52.37,52.08,5.98
1246,53.99,52.44,6.58
1269,51.99,52.62,5.84
1293,51.44,52.32,3.40
1317,51.37,52.02,3.25
1341,51.42,51.82,3.61
1366,52.13,51.80,4.55
1389,53.99,52.22,6.84
1413,51.42,52.38,5.75
1437,51.21,52.03,3.13
1461,50.61,51.66,2.85
1484,50.83,51.35,2.98
1509,50.61,51.14,3.37
1532,50.56,50.96,3.40
1556,49.79,50.70,2.93
1581,49.13,50.29,2.00
1604,49.47,49.97,2.22
1629,48.20,49.60,1.82
1652,47.55,49.03,0.59
1676,47.89,48.60,1.01
1700,47.17,48.25,1.21
1724,46.77,47.83,0.65
1747,46.83,47.49,0.87
1772,47.84,47.44,2.22
1796,47.50,47.51,2.88
1819,46.88,47.41,1.95
1844,47.22,47.29,1.85
1867,47.95,47.39,2.94
1891,47.19,47.45,2.80
1915,47.41,47.40,2.25
1939,48.93,47.65,3.85
1964,51.10,48.43,6.80
1987,52.04,49.46,8.61
2011,50.99,50.13,7.28
2035,51.10,50.43,5.66
2059,50.88,50.61,5.22
2082,51.86,50.86,5.68
2107,51.53,51.14,5.98
2130,51.86,51.32,5.66
2154,48.93,51.02,3.17
2179,53.54,51.09,5.04
2202,52.53,51.73,8.13
2227,53.81,52.20,7.62
2250,52.40,52.50,6.96
2274,53.61,52.67,6.45
2298,54.14,53.06,7.80
2322,52.18,53.10,6.09
2345,51.80,52.73,4.02
2370,50.72,52.25,3.19
2394,50.66,51.74,2.79
2417,53.38,51.83,5.77
2442,51.59,52.05,6.49
2465,52.51,52.05,5.49
2489,52.35,52.17,6.18
2513,52.24,52.21,5.81
2537,50.83,51.99,4.45
2562,51.10,51.65,3.73
2585,50.61,51.39,3.97
2609,50.66,51.14,3.92
2633,51.42,51.11,4.95
2657,50.94,51.13,5.25
2680,50.94,51.07,4.81
2705,50.94,51.02,4.91
2728,50.72,50.96,4.79
2752,51.10,50.94,5.02
2777,51.15,51.00,5.44
2800,53.70,51.47,7.68
2824,51.59,51.86,7.52
2848,51.15,51.70,4.83
2872,51.70,51.61,5.14
2896,51.26,51.56,5.36
2920,51.75,51.55,5.48
2944,51.37,51.55,5.62
2968,51.37,51.49,5.30
2992,51.75,51.51,5.72
3015,51.32,51.52,5.67
3040,51.21,51.43,5.20
3063,51.21,51.36,5.23
3087,51.80,51.41,5.86
3111,52.18,51.60,6.68
3135,54.05,52.10,8.44
3160,48.98,51.91,5.05
3183,50.34,51.17,2.04
3207,53.18,51.36,6.64
3231,48.71,51.23,4.99
3255,51.17,50.80,3.41
