time,ax,ay,az
1.2161219120025635,-0.44,0.55,0.37,0.79
1.217108964920044,-0.24,0.3,0.29,0.48
1.2323639392852783,-0.19,0.15,0.26,0.35
1.2333509922027588,-0.35,0.22,0.31,0.51
1.249927043914795,-0.53,0.36,0.31,0.71
1.2511799335479736,-0.67,0.46,0.21,0.83
1.3005638122558594,-0.75,0.53,0.19,0.93
1.3013091087341309,-0.74,0.49,0.13,0.89
1.3203949928283691,-0.65,0.33,0.12,0.73
1.3214330673217773,-0.44,0.16,0.25,0.53
1.3322720527648926,-0.22,0.01,0.38,0.43
1.3332910537719727,-0.11,-0.11,0.4,0.42
1.3494057655334473,0.02,-0.16,0.02,0.16
1.3503680229187012,0.04,-0.21,-0.45,0.49
1.3664798736572266,0.07,-0.18,-0.55,0.58
1.367891788482666,0.13,-0.12,-0.27,0.32
1.418591022491455,0.12,-0.09,-0.01,0.15
1.4192979335784912,0.09,-0.05,0.15,0.18
1.436964988708496,0.09,-0.02,0.16,0.18
1.4376299381256104,0.1,-0.02,-0.02,0.1
1.449388027191162,0.1,-0.06,-0.14,0.18
1.4501979351043701,0.13,-0.03,0.0,0.13
1.4658129215240479,0.15,0.07,0.19,0.25
1.4667909145355225,0.08,0.07,0.27,0.29
1.4833450317382812,-0.03,0.06,0.31,0.31
1.4847850799560547,-0.13,0.15,0.23,0.3
1.519676923751831,-0.18,0.21,0.1,0.29
1.5209050178527832,-0.22,0.2,0.0,0.29
1.5336017608642578,-0.29,0.13,-0.17,0.36
1.534632921218872,-0.23,0.07,-0.32,0.4
1.5501079559326172,-0.08,0.05,-0.3,0.31
1.5511109828948975,0.01,0.02,-0.1,0.1
1.5670969486236572,0.02,0.01,0.09,0.09
1.5685310363769531,0.07,0.02,0.14,0.15
1.5851168632507324,0.09,0.01,0.12,0.15
1.5888769626617432,0.04,-0.03,0.1,0.11
1.6242480278015137,-0.05,-0.05,0.05,0.08
1.6250488758087158,-0.09,-0.03,-0.03,0.09
1.6337389945983887,-0.08,0.03,-0.15,0.17
1.6344060897827148,-0.05,0.09,-0.21,0.23
1.6496829986572266,-0.03,0.08,-0.12,0.14
1.6507549285888672,0.01,0.0,-0.01,0.01
1.6649739742279053,0.04,-0.03,0.06,0.07
1.6654839515686035,0.09,0.02,0.12,0.15
1.681123971939087,0.1,0.08,0.11,0.16
1.6816959381103516,0.06,0.04,0.01,0.07
1.7077760696411133,0.04,-0.04,-0.07,0.09
1.7086138725280762,0.02,-0.09,-0.1,0.13
1.7165679931640625,0.02,-0.1,-0.09,0.13
1.7170209884643555,-0.01,-0.05,0.05,0.07
1.735637903213501,-0.07,-0.01,0.14,0.15
1.7402458190917969,-0.12,0.0,0.08,0.14
1.7519049644470215,-0.05,0.07,0.0,0.08
1.756098985671997,0.01,0.13,-0.1,0.16
1.7695488929748535,0.02,0.13,-0.13,0.18
1.7747318744659424,-0.01,0.06,-0.08,0.1
1.8073310852050781,-0.02,-0.02,-0.06,0.06
1.8081450462341309,-0.01,-0.06,-0.05,0.07
1.8171579837799072,0.02,-0.04,-0.03,0.05
1.8178448677062988,0.05,0.02,-0.04,0.06
1.8336148262023926,0.06,0.04,-0.07,0.1
1.8345627784729004,0.05,0.02,-0.12,0.13
1.8496050834655762,0.02,0.0,-0.08,0.08
1.8505778312683105,0.02,0.02,-0.02,0.03
1.8668079376220703,0.01,0.04,-0.04,0.05
1.868241786956787,0.04,0.03,-0.08,0.09
1.914534091949463,0.07,0.0,-0.06,0.09
1.9155640602111816,0.09,-0.02,-0.04,0.1
1.937272071838379,0.03,-0.04,0.07,0.08
1.9383878707885742,-0.04,-0.02,0.03,0.05
1.9497270584106445,-0.08,0.06,-0.04,0.1
1.9507360458374023,-0.1,0.1,0.0,0.14
1.9661140441894531,-0.1,0.06,0.04,0.12
1.9669208526611328,-0.07,0.01,0.08,0.1
1.9858050346374512,-0.02,0.0,0.09,0.09
1.990036964416504,0.01,0.0,0.03,0.03
2.022568941116333,0.02,0.03,-0.09,0.09
2.0233941078186035,-0.01,0.06,-0.11,0.12
2.033874988555908,-0.04,0.04,-0.07,0.09
2.034533977508545,-0.07,0.03,-0.03,0.08
2.0498499870300293,-0.07,0.02,-0.06,0.09
2.0506489276885986,0.01,0.02,-0.06,0.06
2.0655617713928223,0.05,-0.01,-0.07,0.08
2.0665619373321533,0.07,-0.05,-0.03,0.09
2.08251690864563,0.08,-0.04,0.04,0.09
2.083338975906372,0.07,-0.03,0.06,0.09
2.1221227645874023,0.08,0.0,-0.02,0.08
2.123368978500366,0.07,0.01,-0.16,0.17
2.1344900131225586,0.04,0.03,-0.18,0.18
2.1355109214782715,-0.01,0.04,-0.2,0.2
2.1504578590393066,0.0,0.02,-0.21,0.21
2.1514477729797363,0.03,0.03,-0.09,0.09
2.167404890060425,0.01,0.04,0.04,0.05
2.168834924697876,0.02,0.05,0.03,0.06
2.185396909713745,0.04,0.04,-0.01,0.05
2.1895649433135986,0.04,0.01,-0.05,0.06
2.222972869873047,0.03,-0.04,-0.03,0.05
2.223814010620117,0.02,-0.08,-0.01,0.08
2.233977794647217,-0.01,-0.07,-0.07,0.09
2.2346410751342773,0.0,-0.02,-0.07,0.07
2.250231981277466,0.01,-0.03,-0.06,0.06
2.2512099742889404,0.02,-0.06,-0.06,0.08
2.265467882156372,0.02,-0.06,-0.03,0.06
2.2661619186401367,0.0,-0.01,0.13,0.13
2.2826647758483887,-0.02,0.02,0.24,0.24
2.283662796020508,-0.03,0.06,0.16,0.17
2.321497917175293,-0.03,0.06,0.08,0.1
2.3224029541015625,-0.02,0.05,0.04,0.06
2.334108829498291,-0.02,0.04,-0.03,0.05
2.3349428176879883,-0.02,-0.02,-0.06,0.06
2.3496298789978027,-0.01,-0.05,-0.05,0.07
2.3506407737731934,0.0,-0.08,-0.05,0.09
2.366940975189209,-0.01,-0.08,-0.04,0.09
2.367663860321045,-0.04,-0.05,0.04,0.07
2.3832578659057617,-0.06,-0.02,0.09,0.11
2.3846819400787354,-0.06,0.0,0.12,0.13
2.4362940788269043,-0.02,0.01,0.08,0.08
2.437084913253784,0.0,0.0,-0.02,0.02
2.4539809226989746,0.01,-0.03,-0.07,0.07
2.4550271034240723,0.02,-0.07,-0.06,0.09
2.466695785522461,0.03,-0.08,-0.03,0.09
2.4675209522247314,0.03,-0.05,0.05,0.07
2.4828269481658936,0.03,-0.01,0.09,0.09
2.483618974685669,0.03,0.01,0.01,0.03
2.50032377243042,0.1,0.03,-0.07,0.12
2.501772880554199,0.13,0.0,-0.05,0.13
2.552799940109253,0.06,-0.05,0.1,0.12
2.5535619258880615,-0.03,-0.01,0.31,0.31
2.5705690383911133,0.01,0.08,0.27,0.28
2.5712027549743652,0.0,0.04,0.09,0.09
2.582918882369995,0.0,-0.03,-0.08,0.08
2.583725929260254,0.06,-0.05,-0.21,0.22
2.5997769832611084,-0.04,-0.04,-0.22,0.22
2.6006009578704834,-0.11,0.01,-0.23,0.25
2.617021083831787,-0.09,0.03,-0.18,0.2
2.618483066558838,-0.01,-0.02,-0.09,0.09
2.6732709407806396,0.01,-0.09,0.01,0.09
2.673888921737671,-0.04,-0.08,0.1,0.13
2.687376022338867,-0.06,0.03,0.06,0.09
2.6883788108825684,-0.06,0.15,-0.01,0.16
2.699680805206299,-0.04,0.15,-0.07,0.17
2.7005558013916016,-0.03,0.05,-0.13,0.14
2.7165727615356445,-0.07,-0.08,-0.19,0.21
2.7175588607788086,-0.11,-0.17,-0.17,0.26
2.733933925628662,-0.09,-0.16,-0.03,0.18
2.7353577613830566,-0.06,-0.05,0.05,0.09
2.7874298095703125,-0.02,0.0,0.09,0.09
2.788007974624634,0.06,0.03,0.06,0.09
2.8052709102630615,0.1,0.0,0.07,0.12
2.806272029876709,0.06,-0.02,0.09,0.11
2.816682815551758,0.02,0.02,0.04,0.04
2.817676067352295,-0.01,0.03,-0.02,0.03
2.833261013031006,-0.04,0.01,-0.05,0.06
2.8342509269714355,0.02,0.01,-0.01,0.02
2.84950590133667,0.09,0.03,0.04,0.1
2.8509109020233154,0.2,0.04,0.03,0.2
2.8875138759613037,0.32,0.03,-0.04,0.32
2.8883328437805176,0.38,-0.03,-0.14,0.4
2.9010300636291504,0.38,-0.11,-0.16,0.42
2.90187406539917,0.56,-0.1,0.01,0.56
2.9171080589294434,0.99,0.0,0.02,0.99
2.9181039333343506,1.33,-0.05,-0.06,1.33
2.9343128204345703,1.48,-0.29,0.07,1.5
2.9358129501342773,1.31,-0.51,0.29,1.43
2.9534339904785156,1.06,-0.51,0.28,1.2
2.9573678970336914,0.88,-0.36,0.2,0.97
2.9931399822235107,0.88,-0.2,0.13,0.91
2.9938130378723145,1.2,-0.15,-0.1,1.21
3.000727891921997,1.83,-0.16,-0.15,1.84
3.0013880729675293,2.75,-0.11,0.01,2.75
3.0167269706726074,3.63,-0.09,0.35,3.64
3.0173630714416504,4.2,-0.12,0.79,4.27
3.0332040786743164,4.34,-0.24,0.96,4.45
3.034176826477051,3.83,-0.45,0.82,3.94
3.0488228797912598,2.71,-0.39,0.51,2.78
3.0498290061950684,1.18,-0.1,0.29,1.21
3.083655834197998,-0.39,0.16,0.08,0.42
3.084484100341797,-2.0,0.37,-0.37,2.06
3.1010560989379883,-3.79,0.57,-0.96,3.95
3.101706027984619,-5.62,0.64,-1.46,5.84
3.1200289726257324,-7.51,0.6,-1.72,7.72
3.121016025543213,-9.28,0.65,-1.42,9.41
3.1338047981262207,-10.57,0.87,-0.64,10.62
3.134799003601074,-11.17,1.05,0.5,11.23
3.1507768630981445,-10.8,1.28,1.49,10.97
3.152219772338867,-9.93,1.62,1.41,10.15
3.1823158264160156,-8.72,1.77,1.03,8.95
3.18356990814209,-6.72,1.93,0.49,7.0
3.201725959777832,-3.94,1.59,-0.36,4.26
3.203105926513672,-0.02,1.08,-0.48,1.18
3.218240976333618,4.93,0.42,0.61,4.98
3.219289779663086,10.42,-1.29,1.9,10.67
3.2348527908325195,15.54,-3.44,2.7,16.14
3.2363457679748535,19.2,-5.39,3.01,20.16
3.2532777786254883,20.11,-5.92,3.18,21.2
3.2580580711364746,18.73,-5.22,3.5,19.75
3.2896718978881836,16.48,-5.0,2.76,17.44
3.2905287742614746,13.6,-5.24,0.94,14.6
3.30110502243042,10.53,-5.11,-0.37,11.71
3.3018059730529785,7.88,-4.96,-1.25,9.39
3.3177449703216553,3.66,-4.19,-2.05,5.92
3.3185458183288574,-3.2,-1.78,-1.52,3.96
3.3348639011383057,-10.73,1.51,-0.73,10.86
3.335922956466675,-17.28,3.57,-0.02,17.64
3.352038860321045,-21.55,4.36,0.28,21.98
3.3530588150024414,-23.11,5.17,0.71,23.69
3.3863210678100586,-22.62,5.02,1.46,23.21
3.3876428604125977,-21.22,3.62,1.84,21.6
3.4013118743896484,-19.58,2.39,1.89,19.81
3.4023499488830566,-17.35,1.62,1.07,17.45
3.418344020843506,-14.06,0.97,-0.71,14.11
3.4193978309631348,-8.49,0.22,-2.51,8.85
3.4359750747680664,-0.1,0.16,-3.73,3.73
3.437480926513672,10.8,0.01,-3.85,11.46
3.4542698860168457,22.11,-2.53,-3.76,22.56
3.4591307640075684,28.8,-6.05,-3.26,29.6
3.491313934326172,28.68,-6.69,0.01,29.44
3.492201805114746,26.54,-5.77,3.99,27.45
3.500342845916748,24.1,-5.56,5.39,25.31
3.5010080337524414,20.64,-6.43,4.66,22.11
3.517481803894043,16.53,-6.8,2.94,18.11
3.5184860229492188,13.38,-5.8,0.3,14.58
3.5336859226226807,10.43,-5.47,-2.56,12.05
3.534745931625366,3.91,-4.52,-4.21,7.31
3.55090594291687,-6.86,-1.83,-4.38,8.34
3.55194091796875,-19.08,1.9,-2.85,19.38
3.5818328857421875,-29.52,4.1,0.58,29.8
3.583110809326172,-35.35,3.8,3.71,35.74
3.6027519702911377,-35.92,3.65,4.49,36.38
3.603778839111328,-33.91,3.08,3.49,34.22
3.61783504486084,-31.78,1.43,1.96,31.87
3.618846893310547,-29.2,-0.06,0.24,29.2
3.6347239017486572,-24.73,-0.84,-1.89,24.81
3.636190891265869,-17.61,-1.57,-3.61,18.04
3.6587138175964355,-6.7,-3.03,-3.7,8.23
3.6640889644622803,7.73,-3.54,-3.57,9.22
3.688394069671631,22.15,-2.16,-3.1,22.46
3.6892759799957275,30.78,-4.64,-0.96,31.14
3.7014198303222656,31.78,-6.95,2.83,32.65
3.7020950317382812,30.31,-5.19,5.6,31.25
3.719883918762207,28.88,-4.89,5.32,29.77
3.7328667640686035,27.51,-6.04,3.9,28.43
3.733750820159912,25.14,-8.0,1.24,26.41
3.750411033630371,21.94,-8.06,-1.0,23.39
3.7510838508605957,18.24,-5.57,-1.02,19.09
3.7671759128570557,11.25,-3.27,-1.13,11.76
3.780747890472412,1.08,-0.73,-1.84,2.25
3.7834179401397705,-9.6,2.34,-1.79,10.04
3.8006439208984375,-19.27,4.13,-0.51,19.71
3.8016679286956787,-26.06,4.2,2.11,26.48
3.8187389373779297,-28.57,3.54,4.14,29.08
3.819730758666992,-27.93,2.57,4.14,28.35
3.83420991897583,-25.9,1.48,3.29,26.15
3.8351869583129883,-23.36,0.51,1.75,23.43
3.8511548042297363,-19.47,0.26,-0.49,19.47
3.8526298999786377,-13.06,0.03,-2.88,13.37
3.885835886001587,-4.71,-0.81,-4.63,6.65
3.887096881866455,3.44,-1.39,-5.06,6.27
3.901895046234131,9.51,-1.46,-3.93,10.39
3.9029009342193604,12.5,-1.71,-1.67,12.72
3.9181249141693115,12.55,-1.98,0.54,12.71
3.9191107749938965,11.33,-1.73,1.84,11.6
3.9350390434265137,10.03,-1.53,2.12,10.36
3.936516761779785,8.92,-1.98,1.51,9.26
3.953965902328491,7.77,-2.33,1.08,8.18
3.959171772003174,6.54,-2.34,0.82,6.99
3.988503932952881,5.28,-2.2,0.54,5.74
3.9893550872802734,3.95,-1.8,0.07,4.34
4.001812934875488,2.71,-1.25,-0.36,3.0
4.002468109130859,1.33,-0.53,-0.69,1.58
4.017538070678711,-0.23,0.34,-0.52,0.66
4.01862907409668,-1.73,1.03,-0.16,2.01
4.033117771148682,-2.92,1.51,-0.02,3.28
4.03413200378418,-3.35,1.49,0.0,3.66
4.050376892089844,-2.97,1.16,0.03,3.18
4.051878929138184,-2.39,0.8,0.34,2.54
4.086946964263916,-2.11,0.64,0.66,2.3
4.088214874267578,-2.08,0.54,0.69,2.25
4.102295875549316,-2.07,0.49,0.58,2.2
4.103308916091919,-1.84,0.48,0.21,1.91
4.118161916732788,-1.22,0.21,-0.15,1.24
4.119164943695068,-0.52,-0.08,-0.23,0.57
4.134696960449219,0.05,-0.27,-0.21,0.34
4.136146068572998,0.51,-0.44,-0.17,0.69
4.154124975204468,0.86,-0.59,-0.1,1.04
4.158817768096924,0.93,-0.68,0.11,1.15
4.186305999755859,0.73,-0.56,0.41,1.0
4.187132835388184,0.41,-0.35,0.64,0.83
4.202139854431152,0.18,-0.17,0.64,0.68
4.202722072601318,-0.05,0.01,0.54,0.54
4.217545986175537,-0.23,0.08,0.31,0.39
4.218548774719238,-0.32,0.08,0.11,0.34
4.233608961105347,-0.35,0.1,-0.03,0.36
4.234606981277466,-0.35,0.16,-0.08,0.39
4.250153064727783,-0.35,0.17,-0.04,0.39
4.250792980194092,-0.36,0.21,0.12,0.43
4.287146091461182,-0.35,0.31,0.2,0.5
4.288414001464844,-0.32,0.33,0.18,0.49
4.302846908569336,-0.29,0.32,0.09,0.44
4.3038330078125,-0.2,0.3,0.02,0.36
4.320024013519287,-0.13,0.28,0.03,0.31
4.32152795791626,-0.13,0.26,0.08,0.3
4.3373448848724365,-0.12,0.22,0.16,0.29
4.341904878616333,-0.1,0.2,0.11,0.24
4.352880954742432,0.01,0.15,0.14,0.2
4.35718297958374,0.2,0.09,0.2,0.29
4.388816833496094,0.38,-0.04,0.23,0.44
4.389638900756836,0.43,-0.08,0.25,0.5
4.402310848236084,0.37,-0.04,0.27,0.45
4.403316020965576,0.23,-0.02,0.31,0.38
4.4177680015563965,0.12,0.02,0.39,0.4
4.41874098777771,0.09,0.03,0.43,0.44
4.433945894241333,0.14,-0.04,0.37,0.39
4.434938907623291,0.25,-0.13,0.26,0.38
4.451541900634766,0.28,-0.2,0.08,0.35
4.452970027923584,0.21,-0.16,-0.11,0.28
4.486358880996704,0.07,-0.12,-0.25,0.28
4.487444877624512,-0.05,-0.09,-0.21,0.23
4.502415895462036,-0.1,-0.07,-0.22,0.25
4.503436088562012,-0.14,-0.06,-0.24,0.28
4.517754077911377,-0.12,0.0,-0.17,0.2
4.51873779296875,-0.11,0.06,-0.09,0.15
4.534501075744629,-0.1,0.08,-0.07,0.14
4.535964012145996,-0.1,0.02,-0.09,0.13
4.553866863250732,-0.07,-0.06,-0.21,0.22
4.559524059295654,0.0,-0.06,-0.29,0.29
4.585668087005615,0.06,-0.06,-0.31,0.32
4.586420059204102,0.06,-0.05,-0.3,0.31
4.602642059326172,0.0,0.07,-0.25,0.25
4.603292942047119,-0.06,0.14,-0.25,0.29
4.617970943450928,-0.09,0.09,-0.27,0.29
4.61886191368103,-0.07,0.08,-0.23,0.25
4.633680820465088,-0.05,0.09,-0.11,0.15
4.6346940994262695,-0.02,0.09,-0.04,0.1
4.651569843292236,0.02,0.06,-0.04,0.07
4.652863025665283,0.03,0.02,-0.01,0.03
4.698913097381592,-0.01,0.02,0.02,0.03
4.699716091156006,-0.06,0.04,0.02,0.07
4.72181510925293,-0.07,0.05,-0.06,0.1
4.722839832305908,-0.04,0.03,-0.09,0.1
4.734157085418701,-0.05,0.03,-0.01,0.05
4.735060930252075,-0.09,0.03,0.08,0.12
4.752496957778931,-0.05,0.02,0.11,0.12
4.753767967224121,-0.02,-0.07,0.2,0.21
4.770811080932617,-0.02,-0.11,0.17,0.2
4.774529933929443,-0.1,-0.09,0.1,0.16
4.8069469928741455,-0.16,-0.07,0.11,0.2
4.807727813720703,-0.18,-0.07,0.09,0.21
4.8184709548950195,-0.16,-0.12,0.08,0.21
4.819028854370117,-0.11,-0.11,0.04,0.16
4.83606481552124,-0.08,-0.05,-0.05,0.1
4.837041854858398,-0.08,-0.02,-0.09,0.12
4.850549936294556,-0.09,-0.04,-0.13,0.16
4.851562023162842,-0.09,-0.03,-0.12,0.15
4.867201805114746,-0.08,-0.02,-0.04,0.09
4.868188858032227,-0.02,-0.02,-0.05,0.05
4.903109073638916,0.02,-0.02,-0.07,0.07
4.904272079467773,0.04,-0.02,-0.09,0.1
4.91931676864624,0.02,0.02,-0.1,0.1
4.92017388343811,-0.03,0.07,-0.09,0.11
4.93455696105957,-0.06,0.06,-0.08,0.11
4.935399055480957,-0.05,0.04,-0.15,0.16
4.952178955078125,0.0,0.04,-0.17,0.17
4.9534687995910645,0.04,0.0,-0.07,0.08
4.9720869064331055,0.07,-0.05,0.02,0.08
4.9771199226379395,0.05,-0.06,0.08,0.11
5.007338047027588,0.01,-0.08,0.05,0.09
5.008172988891602,-0.07,-0.05,-0.01,0.08
5.018953800201416,-0.12,0.01,-0.05,0.13
5.019607067108154,-0.15,0.03,-0.02,0.15
5.034607887268066,-0.13,0.0,0.02,0.13
5.035583019256592,-0.11,0.01,0.09,0.14
5.050614833831787,-0.1,0.02,0.1,0.14
5.051493883132935,-0.05,-0.03,0.05,0.07
5.067501068115234,-0.03,-0.12,0.03,0.12
5.068482875823975,-0.05,-0.13,0.07,0.15
5.105799913406372,-0.07,-0.1,0.12,0.17
5.10703182220459,-0.09,-0.09,0.14,0.18
5.118863105773926,-0.11,-0.08,0.14,0.19
5.1197428703308105,-0.13,-0.05,0.05,0.14
5.135562896728516,-0.12,-0.06,-0.03,0.13
5.136560916900635,-0.11,-0.06,-0.11,0.16
5.152409076690674,-0.09,-0.05,-0.12,0.15
5.153899908065796,-0.1,-0.06,-0.09,0.14
5.171126842498779,-0.09,-0.03,-0.09,0.13
5.1755900382995605,-0.1,0.0,-0.07,0.12
5.203395843505859,-0.13,0.01,-0.01,0.13
5.204200983047485,-0.15,0.02,-0.02,0.15
5.219446897506714,-0.1,0.0,-0.08,0.12
5.2200939655303955,-0.13,-0.03,-0.1,0.16
5.234620094299316,-0.21,0.01,-0.11,0.23
5.235615968704224,-0.19,0.01,-0.07,0.2
5.251327991485596,-0.06,-0.02,-0.01,0.06
5.25230598449707,0.04,-0.01,-0.02,0.04
5.2674407958984375,0.09,-0.04,-0.01,0.09
5.268397808074951,0.09,-0.11,-0.02,0.14
5.305593967437744,0.08,-0.13,-0.06,0.16
5.306878089904785,0.07,-0.11,-0.05,0.13
5.32000207901001,0.07,-0.06,-0.04,0.1
5.320831775665283,0.08,-0.05,-0.07,0.11
5.336713790893555,0.09,-0.05,-0.02,0.1
5.338050842285156,0.06,-0.05,0.07,0.1
5.354043006896973,0.03,-0.01,0.12,0.12
5.358567953109741,0.03,0.01,0.08,0.08
5.369589805603027,0.05,-0.01,0.01,0.05
5.373668909072876,0.01,0.0,-0.02,0.02
5.408828973770142,-0.04,0.03,-0.03,0.05
5.409602880477905,-0.06,0.07,-0.02,0.09
5.418972969055176,-0.03,0.06,0.0,0.06
5.419627904891968,0.0,0.04,0.05,0.06
5.434569835662842,0.0,0.01,0.04,0.04
5.43536901473999,0.0,0.0,0.02,0.02
5.45074987411499,0.0,-0.03,0.02,0.03
5.451458930969238,0.0,-0.06,0.04,0.07
5.468080043792725,-0.02,-0.06,0.04,0.07
5.46870493888855,-0.05,-0.03,0.09,0.1
